Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
1345,Ford,2004,4.4,Petrol,Automatic,145762,Used,99153.11,Fiesta
1524,Toyota,2004,2.0,Petrol,Manual,2994,New,24368.44,Corolla
998,Tesla,2021,1.5,Diesel,Automatic,173327,Used,31929.43,Model Y
1177,Ford,2013,3.1,Petrol,Automatic,68602,New,33206.69,Focus
1041,Honda,2009,5.5,Hybrid,Manual,269289,Like New,59630.85,Accord
1622,Toyota,2005,5.9,Diesel,Manual,31346,Like New,35184.4,RAV4
1256,Mercedes,2020,3.4,Hybrid,Manual,156546,Like New,24532.47,GLC
1888,Audi,2021,4.7,Petrol,Manual,69634,Used,63260.96,A4
42,Mercedes,2022,4.1,Electric,Manual,224839,New,17932.96,GLA
1245,Toyota,2013,1.6,Petrol,Automatic,10547,Like New,33537.03,Camry
1627,Toyota,2000,3.2,Hybrid,Manual,120623,Like New,98493.27,RAV4
2195,BMW,2010,3.8,Hybrid,Automatic,95149,Like New,83557.77,X3
1376,Ford,2012,3.0,Electric,Manual,191012,New,47492.7,Mustang
1923,Audi,2020,5.9,Petrol,Manual,211811,Like New,5703.33,Q5
610,Toyota,2005,2.9,Petrol,Automatic,25792,Used,11783.11,Prius
1133,Honda,2000,5.2,Diesel,Automatic,20505,Like New,56988.37,Accord
2003,Audi,2022,3.8,Petrol,Manual,229027,New,72440.13,A4
442,Mercedes,2003,1.3,Petrol,Manual,74176,Like New,9919.43,GLA
1353,BMW,2022,1.5,Hybrid,Automatic,162187,Like New,8268.34,X5
1943,BMW,2019,1.8,Electric,Manual,171206,Used,92581.2,5 Series
494,Honda,2002,5.1,Diesel,Manual,176282,Used,55623.0,Fit
1976,BMW,2012,4.3,Electric,Manual,54418,New,68178.02,X3
237,Honda,2004,2.1,Hybrid,Automatic,292104,Used,24863.06,Fit
552,Toyota,2008,1.9,Hybrid,Manual,287795,New,87758.12,RAV4
521,BMW,2017,1.6,Diesel,Manual,10564,Used,54173.0,5 Series
2297,Ford,2015,3.6,Electric,Manual,286608,Like New,27508.67,Mustang
1233,Audi,2008,1.4,Hybrid,Automatic,244901,New,48820.7,A4
1139,BMW,2007,3.9,Diesel,Automatic,269417,Like New,21609.73,5 Series
721,BMW,2007,1.6,Electric,Automatic,4646,Used,61932.7,3 Series
1908,Ford,2021,3.2,Petrol,Automatic,5004,New,34637.95,Explorer
2209,Toyota,2004,1.8,Petrol,Automatic,232275,Used,76225.56,Prius
59,Toyota,2018,4.4,Petrol,Automatic,106898,New,56919.02,Prius
632,Audi,2011,2.3,Petrol,Manual,21300,Used,9701.08,Q7
1182,Tesla,2007,5.8,Hybrid,Manual,84631,New,61662.39,Model S
1645,Audi,2002,2.3,Diesel,Manual,267223,Used,71894.7,Q5
593,Honda,2020,3.5,Petrol,Automatic,84179,New,73208.06,Accord
2177,Mercedes,2012,4.6,Diesel,Automatic,195630,Like New,74312.6,GLC
940,Toyota,2017,3.0,Diesel,Manual,152890,Used,19615.76,Prius
2326,Tesla,2005,3.9,Hybrid,Manual,28365,New,34931.8,Model Y
1250,Tesla,2015,1.2,Hybrid,Automatic,191889,New,55370.84,Model X
905,Toyota,2020,2.4,Hybrid,Manual,109599,Used,14555.64,Camry
1947,Ford,2005,2.0,Petrol,Automatic,151083,Like New,62080.03,Fiesta
2399,Ford,2006,4.9,Hybrid,Manual,179480,Used,89818.91,Focus
2014,BMW,2006,1.5,Diesel,Manual,3212,Used,14856.2,5 Series
1423,BMW,2005,2.3,Hybrid,Manual,9470,New,48635.26,X3
1996,BMW,2012,2.6,Diesel,Manual,138783,Like New,73436.22,X3
1912,Toyota,2020,1.2,Electric,Manual,178475,Like New,95329.96,Corolla
707,Mercedes,2011,4.3,Electric,Automatic,294418,Like New,72081.62,C-Class
1023,Ford,2023,4.7,Hybrid,Automatic,193708,Used,58675.0,Fiesta
746,BMW,2019,4.1,Electric,Manual,164714,Like New,10806.67,X5
1830,Audi,2004,2.5,Hybrid,Manual,292527,Like New,17876.4,A3
1713,Ford,2005,1.3,Diesel,Automatic,60481,New,15852.17,Explorer
514,Mercedes,2000,5.2,Electric,Manual,65350,Like New,71592.12,E-Class
82,Honda,2013,3.3,Hybrid,Manual,159465,Used,6814.43,CR-V
2216,Honda,2014,5.5,Hybrid,Manual,123554,Used,53971.07,Accord
915,Tesla,2019,2.1,Hybrid,Automatic,121764,Used,25282.25,Model X
2302,BMW,2008,1.9,Hybrid,Manual,60721,New,71676.27,3 Series
1818,Honda,2003,5.4,Petrol,Manual,182615,Used,53513.59,CR-V
151,BMW,2015,4.6,Petrol,Manual,243234,Like New,26498.91,3 Series
775,Mercedes,2019,3.4,Electric,Automatic,27209,New,46834.12,GLC
330,Toyota,2015,5.2,Diesel,Manual,262399,Used,63818.98,RAV4
7,Audi,2020,4.0,Electric,Automatic,135486,Used,63498.75,Q5
944,BMW,2006,3.0,Hybrid,Automatic,286348,Like New,81229.74,5 Series
1595,Ford,2020,3.3,Hybrid,Automatic,218031,New,53038.25,Explorer
735,Ford,2019,5.1,Hybrid,Manual,99280,Like New,30918.15,Fiesta
910,Audi,2005,3.7,Petrol,Automatic,11920,New,98330.26,Q7
469,Tesla,2008,2.3,Hybrid,Manual,156640,Like New,87507.92,Model X
182,BMW,2010,4.2,Electric,Manual,295182,New,28992.68,5 Series
165,Tesla,2013,2.2,Electric,Manual,73527,Used,44702.18,Model 3
452,Honda,2010,2.1,Hybrid,Automatic,232974,Used,50341.38,Civic
491,Mercedes,2017,1.4,Petrol,Automatic,244688,Used,5353.03,GLA
1917,BMW,2021,3.8,Hybrid,Manual,116475,Like New,25126.6,X3
1144,Toyota,2008,3.9,Electric,Manual,908,Like New,92693.15,Prius
1698,Ford,2007,6.0,Hybrid,Manual,9695,Used,75633.37,Mustang
1112,Ford,2020,2.5,Electric,Manual,120730,New,28419.05,Explorer
2381,Tesla,2012,3.7,Electric,Automatic,63528,Like New,97907.73,Model S
1476,BMW,2006,2.4,Petrol,Manual,91205,Used,12549.81,5 Series
1488,BMW,2010,3.8,Diesel,Manual,50304,Like New,73779.99,3 Series
1714,Ford,2010,1.9,Petrol,Automatic,238084,Used,18385.47,Mustang
1821,Ford,2018,1.1,Diesel,Manual,192261,Like New,73471.46,Focus
2080,Mercedes,2008,5.5,Hybrid,Automatic,209896,Like New,84952.59,C-Class
1850,Honda,2014,2.9,Electric,Manual,244826,Used,12257.26,Civic
1733,Ford,2005,1.6,Hybrid,Manual,243825,Like New,69032.18,Focus
1793,Audi,2008,4.1,Hybrid,Automatic,297565,Like New,76807.97,A3
328,BMW,2009,6.0,Hybrid,Manual,138355,Used,8126.21,5 Series
443,Honda,2014,2.7,Diesel,Automatic,94799,New,92034.17,Civic
1593,Tesla,2021,3.6,Petrol,Manual,39023,New,71765.46,Model 3
1382,Tesla,2012,4.7,Diesel,Manual,270877,Used,76011.83,Model Y
833,Honda,2015,3.2,Electric,Manual,265954,Used,5535.3,Civic
2468,Tesla,2016,1.5,Hybrid,Manual,299260,Like New,36845.59,Model Y
1892,Tesla,2022,4.7,Electric,Manual,167284,Used,97878.43,Model Y
1311,Ford,2007,1.7,Diesel,Manual,99704,New,94361.31,Fiesta
87,BMW,2001,3.2,Diesel,Automatic,250309,Used,43559.34,X3
2441,Tesla,2019,2.3,Hybrid,Automatic,270114,Like New,45081.03,Model X
778,Ford,2006,4.3,Diesel,Manual,271176,Used,40506.57,Mustang
2427,Toyota,2023,3.4,Electric,Automatic,148940,Used,89389.53,RAV4
55,Toyota,2013,1.3,Diesel,Manual,290834,Like New,18035.41,Camry
1876,Toyota,2017,2.8,Hybrid,Automatic,11217,New,33216.92,RAV4
1288,Toyota,2006,4.0,Petrol,Manual,177171,Like New,12696.41,Prius
1732,Audi,2015,4.2,Petrol,Manual,69306,Used,26081.98,A4
1802,Tesla,2022,5.1,Petrol,Manual,81219,New,51956.06,Model Y
1246,Toyota,2017,5.4,Hybrid,Automatic,264603,Used,46225.88,Camry
114,BMW,2002,2.4,Hybrid,Manual,10588,Like New,72016.25,3 Series
2342,Toyota,2016,3.6,Hybrid,Automatic,207382,Like New,53755.2,Corolla
988,Mercedes,2019,1.1,Hybrid,Manual,274535,Used,45406.79,C-Class
2262,Honda,2005,3.6,Diesel,Manual,190791,New,17549.35,Accord
2074,BMW,2010,1.6,Diesel,Manual,183148,Used,42691.34,5 Series
1010,Honda,2009,2.4,Petrol,Automatic,6021,New,40708.87,CR-V
1199,Tesla,2009,4.2,Electric,Manual,206971,Used,84381.54,Model X
590,Audi,2016,3.6,Petrol,Manual,113259,Like New,64529.38,A4
769,Tesla,2020,5.7,Diesel,Automatic,98035,Used,73514.49,Model Y
18,Audi,2022,4.4,Hybrid,Automatic,192803,Like New,75044.95,A3
1043,Ford,2005,3.8,Petrol,Manual,186869,New,62317.77,Explorer
2041,Ford,2004,4.8,Diesel,Manual,27584,Used,37721.92,Explorer
286,Mercedes,2008,3.5,Hybrid,Automatic,215859,Used,10066.36,GLA
429,Tesla,2021,5.3,Diesel,Automatic,290515,New,83929.54,Model 3
1922,Ford,2014,4.8,Hybrid,Manual,218171,Like New,89696.22,Focus
1357,Audi,2010,2.6,Hybrid,Manual,69715,New,32342.86,Q7
670,Toyota,2012,4.8,Hybrid,Manual,262128,New,14374.69,Camry
32,Toyota,2000,3.2,Petrol,Automatic,196681,Used,89587.88,Corolla
723,Tesla,2009,2.1,Diesel,Automatic,284329,New,32255.84,Model S
952,Honda,2008,2.1,Diesel,Manual,18361,New,67099.85,Civic
1765,Audi,2009,4.2,Diesel,Manual,199548,Used,90502.81,Q7
215,BMW,2009,5.3,Hybrid,Manual,31357,New,83227.83,5 Series
1790,Tesla,2023,5.7,Electric,Automatic,201495,Like New,81872.22,Model 3
1165,Mercedes,2006,2.8,Electric,Automatic,73277,Used,88848.37,C-Class
327,Toyota,2015,5.5,Diesel,Automatic,97551,Used,11417.52,RAV4
561,Audi,2010,5.0,Hybrid,Automatic,272654,Used,36037.38,Q7
1087,Mercedes,2003,2.3,Petrol,Manual,113831,Used,92452.65,E-Class
1831,Mercedes,2016,1.4,Electric,Automatic,142857,New,44502.56,GLA
342,Ford,2007,1.2,Diesel,Automatic,240515,Like New,5865.44,Fiesta
148,Mercedes,2022,1.6,Petrol,Manual,220375,New,53425.53,E-Class
1841,Tesla,2010,4.7,Electric,Automatic,148515,New,86749.9,Model Y
1108,Honda,2021,6.0,Hybrid,Automatic,130016,Used,35535.02,Fit
849,Honda,2018,4.6,Petrol,Manual,158069,Like New,68743.32,Civic
967,Ford,2021,1.8,Petrol,Automatic,9415,New,96724.18,Focus
1073,Ford,2015,2.7,Diesel,Automatic,3679,Like New,92510.06,Explorer
156,Ford,2010,1.1,Petrol,Manual,214992,Used,16911.22,Mustang
2142,Ford,2002,1.9,Diesel,Manual,3743,New,68878.6,Mustang
2111,Ford,2009,3.7,Diesel,Manual,65839,Like New,95462.54,Explorer
1003,Ford,2016,2.6,Diesel,Automatic,1669,New,35955.19,Fiesta
1845,Mercedes,2023,3.7,Hybrid,Automatic,104405,New,69257.01,GLC
2093,Toyota,2005,4.1,Diesel,Automatic,120827,Like New,91494.8,Camry
1849,Audi,2003,2.6,Diesel,Automatic,28715,Used,95709.72,A3
2210,BMW,2020,2.7,Electric,Automatic,283317,Used,11785.16,X3
2353,Tesla,2003,2.0,Petrol,Manual,81696,New,14075.88,Model 3
1204,BMW,2006,5.8,Diesel,Automatic,153560,Like New,9330.19,X3
1633,Mercedes,2017,2.2,Electric,Automatic,201081,Used,9247.48,E-Class
2346,Honda,2014,1.3,Diesel,Automatic,123573,Used,55708.76,Accord
1394,BMW,2017,3.6,Hybrid,Automatic,153263,Like New,66600.32,X3
2352,Tesla,2014,2.6,Electric,Automatic,48929,Used,84027.26,Model 3
2289,Honda,2015,1.8,Diesel,Automatic,181880,Like New,66261.25,Civic
1981,Audi,2008,2.7,Petrol,Automatic,181350,New,8665.69,A3
2243,Tesla,2002,2.7,Hybrid,Automatic,296784,Like New,93020.52,Model Y
939,Mercedes,2000,2.8,Hybrid,Automatic,74442,New,95895.7,GLA
2245,Mercedes,2016,5.6,Electric,Manual,63043,Used,28518.05,E-Class
347,BMW,2023,4.9,Electric,Manual,240464,New,5741.64,X5
2085,BMW,2023,5.5,Electric,Automatic,168332,Used,24135.18,3 Series
2475,BMW,2015,5.3,Electric,Manual,213053,Like New,57367.93,X3
1419,Audi,2008,1.1,Hybrid,Automatic,217201,Used,59286.67,A3
386,Mercedes,2010,2.9,Diesel,Manual,54708,Like New,89477.62,GLC
1581,Ford,2007,5.4,Petrol,Automatic,275731,Used,27898.02,Fiesta
2098,Honda,2011,5.9,Petrol,Automatic,127319,New,12067.59,Civic
244,Toyota,2022,4.3,Electric,Manual,20092,New,45216.96,Prius
1623,Mercedes,2022,2.8,Electric,Manual,81196,New,99159.41,E-Class
937,Mercedes,2011,1.7,Petrol,Manual,197745,New,79698.2,C-Class
2222,Mercedes,2015,4.6,Diesel,Automatic,264610,New,51922.65,GLA
313,Toyota,2005,2.8,Diesel,Automatic,213807,Used,36441.48,RAV4
2440,Audi,2012,2.6,Diesel,Automatic,186307,New,73463.68,A3
1525,Audi,2004,3.5,Petrol,Automatic,103533,Like New,90768.57,Q5
1333,Toyota,2019,1.6,Diesel,Automatic,186272,Used,94101.54,Corolla
969,Toyota,2001,5.9,Diesel,Automatic,18452,Used,57588.09,RAV4
661,Toyota,2002,1.8,Diesel,Manual,287374,Like New,90558.59,Corolla
936,Audi,2020,1.8,Hybrid,Manual,12974,Used,97261.57,Q5
371,Toyota,2008,5.6,Electric,Manual,272555,Like New,63703.77,Prius
567,Audi,2016,1.5,Petrol,Manual,78004,Like New,69387.25,A4
1958,Audi,2009,3.6,Petrol,Automatic,270728,Like New,36473.19,Q5
825,Ford,2014,4.4,Diesel,Automatic,272499,New,58163.43,Explorer
983,Honda,2002,5.7,Electric,Automatic,97841,Like New,14489.2,Fit
1980,Toyota,2018,3.6,Diesel,Automatic,238989,Like New,48326.38,RAV4
1478,Audi,2004,5.1,Hybrid,Manual,137837,New,39255.57,A3
2149,Audi,2021,3.2,Electric,Manual,103976,New,58403.72,A4
814,Audi,2016,4.7,Petrol,Automatic,268774,Like New,63236.33,Q7
779,Audi,2003,5.9,Petrol,Manual,93254,New,85376.31,A3
1321,Tesla,2015,1.5,Diesel,Manual,17101,Like New,28798.3,Model 3
1522,Tesla,2020,4.6,Diesel,Manual,171915,New,70161.6,Model S
1053,Toyota,2007,2.5,Diesel,Manual,216741,Used,47981.28,Corolla
1814,Ford,2008,3.3,Electric,Automatic,194469,Used,18571.55,Fiesta
1014,Audi,2006,2.2,Petrol,Manual,64033,Like New,66332.39,A4
1402,Tesla,2011,5.4,Hybrid,Manual,264323,New,6903.27,Model Y
1710,BMW,2013,2.5,Diesel,Automatic,187313,Used,99073.74,5 Series
2072,Honda,2016,5.7,Petrol,Manual,150657,Like New,77380.1,Fit
1754,Audi,2020,2.4,Petrol,Manual,54380,Like New,25909.03,A4
127,Tesla,2005,2.8,Petrol,Manual,46766,New,25592.57,Model X
888,Honda,2023,5.3,Hybrid,Manual,44134,Used,23474.3,CR-V
2030,Tesla,2014,2.3,Diesel,Automatic,225097,New,63871.11,Model S
1348,Mercedes,2016,3.4,Diesel,Manual,86839,Used,90168.43,E-Class
1008,Honda,2011,3.9,Hybrid,Automatic,230502,New,28173.59,CR-V
356,Toyota,2006,1.2,Hybrid,Manual,208994,New,46493.9,Camry
1004,Toyota,2001,4.4,Hybrid,Manual,216854,New,59551.72,RAV4
683,Tesla,2021,5.5,Electric,Manual,257471,Like New,27200.62,Model Y
828,BMW,2014,5.1,Electric,Manual,246300,New,93430.15,5 Series
1492,Tesla,2016,6.0,Petrol,Manual,290358,Like New,74394.34,Model S
985,Honda,2016,5.1,Diesel,Automatic,76215,New,44091.05,Fit
1234,Tesla,2013,5.7,Diesel,Manual,265482,Used,49890.41,Model S
2122,Mercedes,2021,2.4,Diesel,Manual,116072,New,62537.06,C-Class
141,Tesla,2005,3.2,Hybrid,Automatic,125813,New,69484.26,Model 3
218,Mercedes,2007,1.4,Petrol,Automatic,59567,Used,54206.67,C-Class
2049,Mercedes,2017,3.3,Electric,Manual,173333,New,92131.67,E-Class
1655,Honda,2007,2.0,Hybrid,Automatic,238161,Like New,75101.58,Fit
2219,Toyota,2012,5.9,Hybrid,Manual,107181,Used,29487.76,Corolla
1701,Mercedes,2008,4.5,Diesel,Automatic,191707,New,28450.65,E-Class
1454,Ford,2008,3.9,Diesel,Manual,284305,Used,50475.25,Focus
23,Honda,2012,3.3,Diesel,Manual,275550,New,54210.22,CR-V
712,Tesla,2009,5.5,Electric,Automatic,136746,New,88038.24,Model Y
1158,Audi,2020,4.7,Diesel,Manual,36534,Used,27143.94,Q7
1685,Ford,2007,4.4,Diesel,Manual,240417,Used,97395.39,Explorer
872,Audi,2008,3.1,Hybrid,Manual,15141,Used,24602.19,Q7
1462,Ford,2014,1.9,Diesel,Automatic,71942,New,64682.75,Focus
11,Tesla,2001,1.8,Diesel,Automatic,298875,Like New,58872.6,Model 3
1741,BMW,2002,2.2,Electric,Automatic,133858,Like New,52430.24,5 Series
2357,Toyota,2018,3.2,Petrol,Automatic,220026,Like New,73287.36,Camry
2324,Honda,2014,3.8,Electric,Automatic,289176,Used,59687.83,Civic
1316,Ford,2016,3.8,Petrol,Automatic,20448,New,87729.1,Focus
755,Honda,2003,5.0,Hybrid,Manual,46023,New,88223.12,Accord
627,Toyota,2022,2.7,Diesel,Automatic,4791,Like New,43349.53,Camry
1729,Toyota,2022,1.8,Hybrid,Manual,6553,Like New,59844.61,Corolla
1469,Toyota,2003,3.1,Electric,Automatic,167466,New,81568.35,Prius
130,Toyota,2004,5.4,Hybrid,Automatic,271452,Used,79696.82,Corolla
844,Ford,2005,2.4,Diesel,Automatic,248924,New,82126.53,Fiesta
324,Tesla,2012,5.5,Hybrid,Manual,151969,Used,26810.79,Model S
2157,Toyota,2002,3.0,Hybrid,Manual,123323,New,57231.5,Prius
1449,Ford,2017,3.6,Electric,Automatic,70441,New,69242.72,Focus
1285,Honda,2018,3.1,Diesel,Manual,104987,Like New,39710.85,Accord
2422,Toyota,2000,5.6,Diesel,Manual,278606,Like New,61357.58,Corolla
15,BMW,2014,2.0,Electric,Automatic,65018,New,35220.52,X3
2047,BMW,2021,2.4,Hybrid,Automatic,250139,New,72943.23,X3
216,Toyota,2023,5.4,Petrol,Manual,294458,Used,19655.11,Corolla
1625,Honda,2005,2.7,Petrol,Automatic,149014,New,17459.84,Fit
1938,Tesla,2014,1.4,Electric,Automatic,158964,Like New,74090.14,Model S
1183,Mercedes,2002,2.9,Diesel,Manual,245702,Like New,31066.33,E-Class
1651,Toyota,2016,3.2,Diesel,Automatic,13429,Used,63817.5,RAV4
1562,Mercedes,2011,3.6,Diesel,Automatic,120454,Like New,33534.51,GLC
865,BMW,2006,4.1,Petrol,Manual,275875,Used,63238.73,3 Series
517,Mercedes,2017,3.0,Petrol,Automatic,22063,Like New,30183.68,GLA
598,BMW,2019,3.2,Petrol,Manual,172438,Like New,94015.92,X5
196,Mercedes,2003,1.1,Diesel,Automatic,55063,Used,15722.59,GLA
1278,Ford,2019,2.8,Electric,Manual,114780,New,36923.45,Mustang
289,Tesla,2005,4.5,Diesel,Manual,81991,New,91752.54,Model S
951,Tesla,2010,2.5,Hybrid,Manual,43563,Like New,16140.82,Model Y
2351,Mercedes,2002,3.5,Petrol,Automatic,163394,Like New,31366.2,E-Class
1855,BMW,2018,4.0,Petrol,Manual,164434,New,94081.43,X5
2382,Honda,2015,1.6,Petrol,Manual,99811,Used,71866.01,Fit
1121,Toyota,2014,4.5,Hybrid,Manual,29782,New,89019.71,Camry
1573,Tesla,2014,5.7,Diesel,Automatic,14817,Used,80376.95,Model X
550,Mercedes,2023,5.2,Hybrid,Manual,7971,New,13155.02,C-Class
157,Audi,2018,1.8,Diesel,Automatic,280064,Used,23011.57,A3
420,Audi,2009,1.3,Petrol,Automatic,44440,New,59939.22,Q7
923,Tesla,2023,1.4,Hybrid,Manual,262701,New,14538.11,Model X
1642,Ford,2003,4.2,Electric,Manual,185639,Used,90489.84,Fiesta
478,Ford,2000,1.8,Diesel,Automatic,245256,Used,47914.6,Fiesta
1606,Audi,2006,1.6,Petrol,Automatic,159996,New,20352.91,A3
2270,Honda,2011,3.9,Electric,Manual,107327,Like New,54466.86,Accord
1472,Tesla,2006,1.4,Diesel,Manual,82104,Used,94344.03,Model 3
554,Audi,2001,2.1,Petrol,Automatic,257419,Used,93026.99,A4
1203,Audi,2012,4.2,Diesel,Automatic,156270,Used,8046.13,A3
391,Mercedes,2009,4.5,Petrol,Automatic,64230,Like New,45937.45,C-Class
579,BMW,2007,3.4,Electric,Automatic,23259,Like New,59183.2,5 Series
2314,Ford,2005,3.5,Hybrid,Manual,146297,Used,44017.39,Focus
2368,Mercedes,2023,4.7,Hybrid,Manual,13338,Used,70757.07,GLC
2267,Tesla,2021,5.8,Electric,Manual,28670,New,97778.49,Model Y
821,Tesla,2005,4.1,Hybrid,Automatic,15021,Like New,26021.99,Model S
2486,Toyota,2019,4.1,Diesel,Automatic,102229,Like New,5998.26,Prius
1007,BMW,2007,4.4,Electric,Manual,20323,Like New,77642.94,X5
1249,Mercedes,2004,4.6,Diesel,Automatic,82970,New,49671.89,GLC
2059,Toyota,2017,3.7,Hybrid,Automatic,265790,Used,26163.54,Prius
665,BMW,2011,3.2,Electric,Automatic,171231,Like New,51990.41,X5
2463,BMW,2004,3.7,Petrol,Manual,155759,New,95342.95,X3
143,BMW,2017,1.8,Hybrid,Automatic,191175,Like New,15277.69,5 Series
2175,Ford,2017,3.5,Diesel,Manual,254200,New,18944.17,Fiesta
1826,Tesla,2015,2.2,Electric,Automatic,290144,Used,28769.43,Model X
422,Mercedes,2021,3.1,Electric,Automatic,43039,Like New,67190.04,GLA
800,Toyota,2011,4.4,Diesel,Manual,175717,Used,50250.98,Camry
616,Ford,2008,2.2,Electric,Manual,179614,Like New,90141.57,Focus
1319,Honda,2013,5.8,Hybrid,Automatic,216461,New,31373.19,Civic
296,Ford,2004,2.3,Hybrid,Manual,122772,Used,67569.14,Focus
402,BMW,2013,1.8,Diesel,Automatic,124926,Used,68600.67,3 Series
89,Audi,2012,5.7,Diesel,Manual,55162,New,96903.15,A3
2036,Ford,2008,2.7,Petrol,Manual,60531,Like New,38929.97,Focus
2460,Toyota,2005,1.4,Petrol,Manual,50547,New,76890.21,Corolla
132,Ford,2015,3.0,Petrol,Automatic,126534,New,24839.84,Focus
1574,Honda,2001,2.6,Diesel,Manual,9759,Used,8261.56,Civic
1563,Ford,2020,1.6,Petrol,Manual,124444,Like New,55076.77,Fiesta
1829,BMW,2018,1.7,Electric,Automatic,119277,Like New,45340.55,X5
1403,Honda,2018,5.5,Petrol,Manual,2019,Like New,18393.04,Civic
2053,Tesla,2020,2.6,Diesel,Manual,254351,Like New,53117.13,Model 3
2168,Ford,2012,1.0,Diesel,Manual,190732,New,81520.0,Fiesta
2002,Mercedes,2008,1.1,Electric,Manual,270398,Like New,9552.89,GLA
725,Tesla,2010,4.0,Petrol,Manual,52107,New,58465.58,Model Y
1315,Mercedes,2012,3.9,Diesel,Manual,226621,New,16264.48,GLA
1768,Audi,2021,1.4,Diesel,Automatic,56232,Used,63472.77,A4
270,Honda,2006,4.8,Electric,Automatic,273412,Like New,42235.83,Accord
1781,Tesla,2012,4.8,Diesel,Manual,5738,Like New,49332.78,Model 3
2068,Mercedes,2012,2.9,Electric,Manual,45,Used,66802.72,E-Class
1373,Ford,2011,5.4,Electric,Automatic,179693,New,21572.42,Fiesta
918,Tesla,2015,5.7,Hybrid,Manual,112557,Like New,99905.9,Model S
1611,Mercedes,2008,4.4,Hybrid,Manual,265808,Like New,96794.1,C-Class
1320,BMW,2002,1.2,Diesel,Manual,85615,Like New,59185.74,X5
2139,Mercedes,2015,5.0,Electric,Manual,192589,Used,93729.56,E-Class
2022,Toyota,2007,1.6,Hybrid,Automatic,262783,Like New,75739.99,Camry
1594,Honda,2018,4.0,Diesel,Automatic,181101,Like New,28289.62,CR-V
2491,Audi,2018,2.4,Hybrid,Manual,146539,Used,98434.45,Q5
376,Ford,2010,6.0,Hybrid,Manual,29714,Used,66342.48,Explorer
334,BMW,2011,1.5,Hybrid,Manual,297194,New,93917.45,5 Series
1792,Tesla,2010,5.4,Electric,Automatic,75028,New,41970.24,Model 3
2349,Audi,2000,2.8,Hybrid,Automatic,263272,New,32454.14,A3
1119,Tesla,2008,1.6,Electric,Automatic,238217,New,46094.56,Model X
1443,Toyota,2022,1.9,Diesel,Manual,161386,Used,68362.11,Camry
911,Toyota,2014,1.3,Diesel,Manual,7432,Used,40734.23,Camry
777,Tesla,2022,1.8,Diesel,Manual,34579,New,28982.51,Model 3
1744,Mercedes,2013,5.3,Diesel,Manual,36303,Used,18695.51,E-Class
329,BMW,2022,5.1,Petrol,Automatic,94024,New,62488.51,5 Series
1343,Honda,2008,1.4,Electric,Automatic,57771,Like New,53226.57,Civic
321,Mercedes,2011,1.2,Hybrid,Automatic,23086,New,29415.54,C-Class
2011,Toyota,2008,3.4,Hybrid,Automatic,15330,New,41016.77,Prius
13,Ford,2006,4.7,Petrol,Automatic,114360,New,74766.45,Fiesta
898,Honda,2012,4.9,Hybrid,Manual,109249,New,20062.82,Civic
172,Honda,2002,3.8,Petrol,Manual,199378,Used,68755.69,CR-V
261,Honda,2020,1.7,Diesel,Manual,167720,Like New,47426.93,Fit
2403,Tesla,2002,4.4,Diesel,Manual,272678,New,69454.52,Model X
690,Mercedes,2017,2.7,Diesel,Manual,110034,Used,50000.1,C-Class
902,Audi,2019,3.0,Hybrid,Automatic,237225,Used,49926.83,A3
259,Toyota,2002,5.0,Electric,Manual,73601,New,40805.03,Camry
845,Tesla,2016,1.0,Petrol,Automatic,179420,Used,83794.28,Model 3
2303,Mercedes,2016,2.9,Petrol,Automatic,138458,Like New,8686.43,GLC
139,Toyota,2015,5.3,Hybrid,Manual,30653,Used,74413.84,Corolla
320,Tesla,2021,3.8,Hybrid,Automatic,192879,Like New,49328.97,Model X
654,Honda,2020,5.2,Diesel,Manual,39328,New,41337.66,CR-V
2203,Mercedes,2012,2.0,Diesel,Automatic,13665,Like New,33757.5,GLC
1815,BMW,2001,5.0,Diesel,Automatic,142290,Like New,86891.77,5 Series
559,Audi,2007,1.0,Electric,Automatic,205162,Like New,61503.74,A4
140,BMW,2022,4.7,Petrol,Manual,91865,Used,99371.68,3 Series
113,BMW,2010,1.6,Hybrid,Automatic,245602,Like New,36254.6,X5
532,Honda,2020,4.3,Diesel,Automatic,91080,Used,33870.58,Civic
225,BMW,2023,2.9,Diesel,Automatic,292021,New,35187.25,X3
724,Toyota,2001,1.3,Hybrid,Manual,229728,Used,35593.06,Corolla
2320,Audi,2008,5.8,Petrol,Manual,178438,New,70529.86,A3
2137,Honda,2022,5.9,Hybrid,Automatic,121509,New,81224.25,CR-V
1434,Tesla,2002,3.6,Diesel,Automatic,255392,New,41508.52,Model Y
326,Honda,2022,2.6,Diesel,Automatic,95028,Used,35644.95,Accord
1324,Toyota,2023,3.7,Petrol,Manual,90481,New,62302.94,Camry
1940,Toyota,2016,5.2,Electric,Manual,135501,New,16876.3,Camry
1459,Ford,2002,4.7,Electric,Automatic,61009,New,66947.85,Mustang
1928,Toyota,2005,5.5,Electric,Automatic,194020,Used,45987.27,Corolla
2249,Honda,2019,2.4,Electric,Manual,45520,Used,84846.79,Fit
715,Ford,2000,1.1,Diesel,Automatic,29072,Used,58686.65,Mustang
847,Ford,2018,5.8,Petrol,Automatic,20229,Used,74047.77,Focus
